scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,method,method_label,valid_replicates,valid_rate,fpr_10,fpr_05,fpr_01
config_2x2_d1_p05,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,5,0.1,796464720,200,normal_wald,Normal Wald,200,1.0,0.085,0.04,0.015
config_2x2_d1_p05,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,5,0.1,796464720,200,simple_welch,Simple Welch,200,1.0,0.085,0.035,0.015
config_2x2_d1_p05,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,5,0.1,796464720,200,expanded_welch,Expanded Welch,200,1.0,0.075,0.035,0.015
config_2x2_d1_p05,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,5,0.1,796464720,200,constrained_lrt,Constrained LRT,200,1.0,0.095,0.05,0.015
config_2x2_d1_p06,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,6,0.1,478364860,200,normal_wald,Normal Wald,200,1.0,0.125,0.045,0.0
config_2x2_d1_p06,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,6,0.1,478364860,200,simple_welch,Simple Welch,200,1.0,0.12,0.04,0.0
config_2x2_d1_p06,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,6,0.1,478364860,200,expanded_welch,Expanded Welch,200,1.0,0.11,0.04,0.0
config_2x2_d1_p06,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,6,0.1,478364860,200,constrained_lrt,Constrained LRT,200,1.0,0.125,0.05,0.0
config_2x2_d1_p07,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,7,0.1,1317290562,200,normal_wald,Normal Wald,200,1.0,0.125,0.05,0.005
config_2x2_d1_p07,2x2_moderate_sparse,2,2,moderate_sparse,Moderate sparsity,50,50,7,0.1,1317290562,200,simple_welch,Simple Welch,200,1.0,0.125,0.045,0.005
